Country,Year,GDP per capita (US dollars),GDP per capita (US dollars),Emissions (thousand metric tons of carbon dioxide),Emissions per capita (metric tons of carbon dioxide),Region,Income group
"Luxembourg,2010,""110,574"",""110,574"",""10,830"",21.0,Europe & Central Asia,High income"
"Luxembourg,2015,""105,952"",""105,952"",""8,964"",15.5,Europe & Central Asia,High income"
"Luxembourg,2019,""114,004"",""114,004"",""9,277"",14.6,Europe & Central Asia,High income"
"Malaysia,2005,""5,587"",""5,587"",""157,326"",6.1,East Asia & Pacific,Upper middle income"
"Malaysia,2010,""9,041"",""9,041"",""191,635"",6.7,East Asia & Pacific,Upper middle income"
"Malaysia,2015,""9,955"",""9,955"",""222,541"",7.3,East Asia & Pacific,Upper middle income"
"Malaysia,2019,""11,414"",""11,414"",""239,066"",7.4,East Asia & Pacific,Upper middle income"
"Malta,2005,""15,830"",""15,830"",""2,645"",6.5,Middle East & North Africa,High income"
"Malta,2010,""21,791"",""21,791"",""2,607"",6.2,Middle East & North Africa,High income"
"Malta,2015,""25,572"",""25,572"",""1,677"",3.7,Middle East & North Africa,High income"
"Malta,2019,""35,711"",""35,711"",""1,680"",3.3,Middle East & North Africa,High income"
"Mauritius,2005,""5,544"",""5,544"",""3,012"",2.4,Sub-Saharan Africa,Upper middle income"
"Mauritius,2010,""8,016"",""8,016"",""3,716"",2.9,Sub-Saharan Africa,Upper middle income"
"Mauritius,2015,""9,284"",""9,284"",""4,020"",3.1,Sub-Saharan Africa,Upper middle income"
"Mauritius,2019,""11,063"",""11,063"",""4,233"",3.3,Sub-Saharan Africa,Upper middle income"
"Mexico,2005,""8,278"",""8,278"",""419,577"",3.9,Latin America & Caribbean,Upper middle income"
"Mexico,2010,""9,271"",""9,271"",""448,146"",3.9,Latin America & Caribbean,Upper middle income"
"Mexico,2015,""9,617"",""9,617"",""450,100"",3.7,Latin America & Caribbean,Upper middle income"
"Mexico,2019,""9,946"",""9,946"",""426,938"",3.3,Latin America & Caribbean,Upper middle income"
"Mongolia,2005,""1,158"",""1,158"",""11,207"",4.3,East Asia & Pacific,Lower middle income"
"Mongolia,2010,""2,643"",""2,643"",""14,436"",5.2,East Asia & Pacific,Lower middle income"
"Mongolia,2015,""3,919"",""3,919"",""17,418"",5.7,East Asia & Pacific,Lower middle income"
"Mongolia,2019,""4,340"",""4,340"",""23,062"",7.0,East Asia & Pacific,Lower middle income"
"Montenegro,2005,""3,697"",""3,697"",""2,076"",3.3,Europe & Central Asia,Upper middle income"
"Montenegro,2010,""6,630"",""6,630"",""2,668"",4.2,Europe & Central Asia,Upper middle income"
"Montenegro,2015,""6,465"",""6,465"",""2,439"",3.8,Europe & Central Asia,Upper middle income"
"Montenegro,2019,""8,825"",""8,825"",""2,676"",4.2,Europe & Central Asia,Upper middle income"
"Morocco,2005,""2,054"",""2,054"",""40,277"",1.3,Middle East & North Africa,Lower middle income"
"Morocco,2010,""2,882"",""2,882"",""47,288"",1.4,Middle East & North Africa,Lower middle income"
"Morocco,2015,""2,919"",""2,919"",""56,030"",1.6,Middle East & North Africa,Lower middle income"
"Morocco,2019,""3,287"",""3,287"",""66,891"",1.8,Middle East & North Africa,Lower middle income"
"Mozambique,2005,417,417,""3,867"",0.1,Sub-Saharan Africa,Low income"
"Mozambique,2010,472,472,""3,571"",0.1,Sub-Saharan Africa,Low income"
"Mozambique,2015,590,590,""6,641"",0.2,Sub-Saharan Africa,Low income"
"Mozambique,2019,507,507,""8,434"",0.2,Sub-Saharan Africa,Low income"
"Myanmar,2005,289,289,""14,200"",0.2,East Asia & Pacific,Lower middle income"
"Myanmar,2010,886,886,""11,715"",0.2,East Asia & Pacific,Lower middle income"
"Myanmar,2015,""1,212"",""1,212"",""22,683"",0.4,East Asia & Pacific,Lower middle income"
"Myanmar,2019,""1,374"",""1,374"",""39,338"",0.7,East Asia & Pacific,Lower middle income"
"Namibia,2005,""3,674"",""3,674"",""2,637"",1.3,Sub-Saharan Africa,Upper middle income"
"Namibia,2010,""5,325"",""5,325"",""3,246"",1.5,Sub-Saharan Africa,Upper middle income"
"Namibia,2015,""4,897"",""4,897"",""3,986"",1.7,Sub-Saharan Africa,Upper middle income"
"Namibia,2019,""5,037"",""5,037"",""3,936"",1.5,Sub-Saharan Africa,Upper middle income"
"Nepal,2005,338,338,""5,952"",0.1,South Asia,Lower middle income"
"Nepal,2010,680,680,""7,258"",0.2,South Asia,Lower middle income"
"Nepal,2015,876,876,""9,111"",0.2,South Asia,Lower middle income"
"Nepal,2019,""1,198"",""1,198"",""13,691"",0.4,South Asia,Lower middle income"
"Netherlands,2005,""41,857"",""41,857"",""168,921"",10.3,Europe & Central Asia,High income"
"Netherlands,2010,""50,744"",""50,744"",""172,314"",10.3,Europe & Central Asia,High income"
"Netherlands,2015,""45,179"",""45,179"",""158,641"",9.3,Europe & Central Asia,High income"
"Netherlands,2019,""53,237"",""53,237"",""147,906"",8.4,Europe & Central Asia,High income"
"New Zealand,2005,""27,742"",""27,742"",""34,235"",8.1,East Asia & Pacific,High income"
"New Zealand,2010,""33,528"",""33,528"",""30,955"",7.0,East Asia & Pacific,High income"
"New Zealand,2015,""38,588"",""38,588"",""31,975"",6.8,East Asia & Pacific,High income"
"New Zealand,2019,""44,623"",""44,623"",""34,015"",6.7,East Asia & Pacific,High income"
"Nicaragua,2005,""1,158"",""1,158"",""4,513"",0.8,Latin America & Caribbean,Lower middle income"
"Nicaragua,2010,""1,504"",""1,504"",""4,708"",0.7,Latin America & Caribbean,Lower middle income"
"Nicaragua,2015,""2,050"",""2,050"",""5,460"",0.8,Latin America & Caribbean,Lower middle income"
"Nicaragua,2019,""1,927"",""1,927"",""5,364"",0.7,Latin America & Caribbean,Lower middle income"
"Niger,2005,337,337,""1,260"",0.1,Sub-Saharan Africa,Low income"
"Niger,2010,464,464,""1,980"",0.1,Sub-Saharan Africa,Low income"
"Niger,2015,484,484,""2,803"",0.1,Sub-Saharan Africa,Low income"
"Niger,2019,554,554,""3,010"",0.1,Sub-Saharan Africa,Low income"
"Nigeria,2005,""1,268"",""1,268"",""84,440"",0.4,Sub-Saharan Africa,Lower middle income"
"Nigeria,2010,""2,292"",""2,292"",""89,038"",0.4,Sub-Saharan Africa,Lower middle income"
"Nigeria,2015,""2,730"",""2,730"",""121,838"",0.5,Sub-Saharan Africa,Lower middle income"
"Nigeria,2019,""2,361"",""2,361"",""131,777"",0.5,Sub-Saharan Africa,Lower middle income"
"North Macedonia,2005,""3,038"",""3,038"",""9,018"",4.3,Europe & Central Asia,Upper middle income"
"North Macedonia,2010,""4,543"",""4,543"",""8,463"",4.0,Europe & Central Asia,Upper middle income"
"North Macedonia,2015,""4,840"",""4,840"",""7,286"",3.4,Europe & Central Asia,Upper middle income"
"North Macedonia,2019,""6,022"",""6,022"",""8,089"",3.8,Europe & Central Asia,Upper middle income"
"Norway,2005,""66,680"",""66,680"",""35,180"",7.5,Europe & Central Asia,High income"
"Norway,2010,""87,754"",""87,754"",""40,720"",8.2,Europe & Central Asia,High income"
"Norway,2015,""74,195"",""74,195"",""38,716"",7.3,Europe & Central Asia,High income"
"Norway,2019,""75,390"",""75,390"",""35,504"",6.5,Europe & Central Asia,High income"
"Oman,2005,""12,377"",""12,377"",""25,341"",10.0,Middle East & North Africa,High income"
"Oman,2010,""18,713"",""18,713"",""42,751"",14.0,Middle East & North Africa,High income"
"Oman,2015,""16,029"",""16,029"",""64,183"",14.9,Middle East & North Africa,High income"
"Oman,2019,""15,343"",""15,343"",""69,452"",13.9,Middle East & North Africa,High income"
"Pakistan,2005,734,734,""124,722"",0.7,South Asia,Lower middle income"
"Pakistan,2010,973,973,""140,334"",0.7,South Asia,Lower middle income"
"Pakistan,2015,""1,339"",""1,339"",""163,304"",0.8,South Asia,Lower middle income"
"Pakistan,2019,""1,169"",""1,169"",""188,418"",0.8,South Asia,Lower middle income"
"Panama,2005,""4,719"",""4,719"",""6,843"",2.0,Latin America & Caribbean,High income"
"Panama,2010,""8,082"",""8,082"",""8,785"",2.4,Latin America & Caribbean,High income"
"Panama,2015,""13,630"",""13,630"",""10,055"",2.5,Latin America & Caribbean,High income"
"Panama,2019,""15,728"",""15,728"",""12,802"",3.0,Latin America & Caribbean,High income"
"Paraguay,2005,""1,941"",""1,941"",""3,997"",0.6,Latin America & Caribbean,Upper middle income"
"Paraguay,2010,""4,363"",""4,363"",""5,346"",0.8,Latin America & Caribbean,Upper middle income"
"Paraguay,2015,""5,414"",""5,414"",""6,550"",0.9,Latin America & Caribbean,Upper middle income"
"Paraguay,2019,""5,381"",""5,381"",""8,529"",1.1,Latin America & Caribbean,Upper middle income"
"Peru,2005,""2,730"",""2,730"",""29,923"",1.0,Latin America & Caribbean,Upper middle income"
"Peru,2010,""5,082"",""5,082"",""43,054"",1.4,Latin America & Caribbean,Upper middle income"
"Peru,2015,""6,229"",""6,229"",""51,084"",1.6,Latin America & Caribbean,Upper middle income"
"Peru,2019,""7,028"",""7,028"",""53,754"",1.6,Latin America & Caribbean,Upper middle income"
"Philippines,2005,""1,244"",""1,244"",""72,912"",0.8,East Asia & Pacific,Lower middle income"
"Philippines,2010,""2,217"",""2,217"",""78,563"",0.8,East Asia & Pacific,Lower middle income"
"Philippines,2015,""3,001"",""3,001"",""104,729"",1.0,East Asia & Pacific,Lower middle income"
"Philippines,2019,""3,485"",""3,485"",""138,815"",1.3,East Asia & Pacific,Lower middle income"
"Poland,2005,""7,979"",""7,979"",""301,740"",7.8,Europe & Central Asia,High income"
"Poland,2010,""12,519"",""12,519"",""314,255"",8.0,Europe & Central Asia,High income"
"Poland,2015,""12,563"",""12,563"",""288,687"",7.4,Europe & Central Asia,High income"
"Poland,2019,""15,765"",""15,765"",""293,253"",7.5,Europe & Central Asia,High income"
"Portugal,2005,""18,763"",""18,763"",""62,528"",5.8,Europe & Central Asia,High income"
"Portugal,2010,""22,450"",""22,450"",""48,542"",4.5,Europe & Central Asia,High income"
"Portugal,2015,""19,223"",""19,223"",""47,872"",4.5,Europe & Central Asia,High income"
"Portugal,2019,""23,468"",""23,468"",""43,346"",4.1,Europe & Central Asia,High income"
"Qatar,2005,""51,456"",""51,456"",""33,363"",38.4,Middle East & North Africa,High income"
"Qatar,2010,""67,403"",""67,403"",""55,771"",29.9,Middle East & North Africa,High income"
"Qatar,2015,""63,039"",""63,039"",""80,442"",31.2,Middle East & North Africa,High income"
"Qatar,2019,""62,088"",""62,088"",""87,276"",30.7,Middle East & North Africa,High income"
"Republic of Korea,2005,""19,197"",""19,197"",""461,549"",3.2,East Asia & Pacific,High income"
"Republic of Korea,2010,""23,091"",""23,091"",""555,430"",2.0,East Asia & Pacific,High income"
"Republic of Korea,2015,""28,841"",""28,841"",""587,214"",0.9,East Asia & Pacific,High income"
"Republic of Korea,2019,""32,235"",""32,235"",""590,721"",2.1,East Asia & Pacific,High income"
"Romania,2005,""4,597"",""4,597"",""92,955"",4.3,Europe & Central Asia,High income"
"Romania,2010,""8,124"",""8,124"",""76,708"",3.7,Europe & Central Asia,High income"
"Romania,2015,""8,920"",""8,920"",""71,662"",3.5,Europe & Central Asia,High income"
"Romania,2019,""12,904"",""12,904"",""71,981"",3.6,Europe & Central Asia,High income"
"Russian Federation,2005,""5,370"",""5,370"",""1,491,331"",10.3,Europe & Central Asia,Upper middle income"
"Russian Federation,2010,""10,732"",""10,732"",""1,538,693"",10.7,Europe & Central Asia,Upper middle income"
"Russian Federation,2015,""9,404"",""9,404"",""1,543,459"",10.6,Europe & Central Asia,Upper middle income"
"Russian Federation,2019,""11,568"",""11,568"",""1,652,097"",11.4,Europe & Central Asia,Upper middle income"
"Saudi Arabia,2005,""13,792"",""13,792"",""299,568"",12.5,Middle East & North Africa,High income"
"Saudi Arabia,2010,""19,263"",""19,263"",""421,715"",15.3,Middle East & North Africa,High income"
"Saudi Arabia,2015,""20,628"",""20,628"",""536,071"",16.8,Middle East & North Africa,High income"
"Saudi Arabia,2019,""23,140"",""23,140"",""499,450"",14.4,Middle East & North Africa,High income"
"Senegal,2005,""1,016"",""1,016"",""4,885"",0.4,Sub-Saharan Africa,Lower middle income"
"Senegal,2010,""1,319"",""1,319"",""5,908"",0.4,Sub-Saharan Africa,Lower middle income"
"Senegal,2015,""1,218"",""1,218"",""7,943"",0.5,Sub-Saharan Africa,Lower middle income"
"Senegal,2019,""1,430"",""1,430"",""8,931"",0.5,Sub-Saharan Africa,Lower middle income"
"Serbia,2005,""3,720"",""3,720"",""50,278"",6.7,Europe & Central Asia,Upper middle income"
"Serbia,2010,""5,735"",""5,735"",""46,797"",6.3,Europe & Central Asia,Upper middle income"
"Serbia,2015,""5,589"",""5,589"",""45,381"",6.3,Europe & Central Asia,Upper middle income"
"Serbia,2019,""7,365"",""7,365"",""45,845"",6.5,Europe & Central Asia,Upper middle income"
"Singapore,2005,""29,962"",""29,962"",""37,127"",8.7,East Asia & Pacific,High income"
"Singapore,2010,""46,736"",""46,736"",""42,677"",8.4,East Asia & Pacific,High income"
"Singapore,2015,""55,077"",""55,077"",""45,707"",8.2,East Asia & Pacific,High income"
"Singapore,2019,""64,503"",""64,503"",""47,647"",8.3,East Asia & Pacific,High income"
"Slovenia,2005,""18,148"",""18,148"",""15,804"",0.0,Europe & Central Asia,High income"
"Slovenia,2010,""23,570"",""23,570"",""15,805"",0.0,Europe & Central Asia,High income"
"Slovenia,2015,""20,804"",""20,804"",""13,127"",0.0,Europe & Central Asia,High income"
"Slovenia,2019,""26,064"",""26,064"",""13,457"",0.0,Europe & Central Asia,High income"
"South Africa,2005,""5,384"",""5,384"",""377,797"",7.8,Sub-Saharan Africa,Upper middle income"
"South Africa,2010,""7,329"",""7,329"",""425,736"",8.2,Sub-Saharan Africa,Upper middle income"
"South Africa,2015,""5,731"",""5,731"",""425,401"",7.6,Sub-Saharan Africa,Upper middle income"
"South Africa,2019,""6,001"",""6,001"",""440,028"",7.4,Sub-Saharan Africa,Upper middle income"
"South Sudan,2015,581,581,""2,048"",0.2,Sub-Saharan Africa,Low income"
"South Sudan,2019,""1,486"",""1,486"",""1,771"",0.2,Sub-Saharan Africa,Low income"
"Spain,2005,""26,199"",""26,199"",""337,918"",7.6,Europe & Central Asia,High income"
"Spain,2010,""30,273"",""30,273"",""266,122"",5.6,Europe & Central Asia,High income"
"Spain,2015,""25,607"",""25,607"",""250,696"",5.3,Europe & Central Asia,High income"
"Spain,2019,""29,806"",""29,806"",""234,738"",4.9,Europe & Central Asia,High income"
"Sri Lanka,2005,""1,429"",""1,429"",""14,830"",0.7,South Asia,Lower middle income"
"Sri Lanka,2010,""2,800"",""2,800"",""13,968"",0.6,South Asia,Lower middle income"
"Sri Lanka,2015,""3,855"",""3,855"",""20,979"",0.9,South Asia,Lower middle income"
"Sri Lanka,2019,""3,939"",""3,939"",""24,162"",1.0,South Asia,Lower middle income"
"Sudan,2010,""1,585"",""1,585"",""17,355"",0.3,Sub-Saharan Africa,Low income"
"Sudan,2015,""2,158"",""2,158"",""18,662"",0.4,Sub-Saharan Africa,Low income"
"Sudan,2019,815,815,""20,945"",0.4,Sub-Saharan Africa,Low income"
"Suriname,2005,""4,391"",""4,391"",""1,687"",3.3,Latin America & Caribbean,Upper middle income"
"Suriname,2010,""8,470"",""8,470"",""1,760"",3.3,Latin America & Caribbean,Upper middle income"
"Suriname,2015,""9,168"",""9,168"",""2,734"",4.8,Latin America & Caribbean,Upper middle income"
"Suriname,2019,""6,841"",""6,841"",""2,678"",4.5,Latin America & Caribbean,Upper middle income"
"Sweden,2005,""43,394"",""43,394"",""50,465"",5.4,Europe & Central Asia,High income"
"Sweden,2010,""52,801"",""52,801"",""48,543"",5.0,Europe & Central Asia,High income"
"Sweden,2015,""51,726"",""51,726"",""39,512"",3.8,Europe & Central Asia,High income"
"Sweden,2019,""53,194"",""53,194"",""35,580"",3.3,Europe & Central Asia,High income"
"Switzerland,2005,""56,933"",""56,933"",""44,921"",5.9,Europe & Central Asia,High income"
"Switzerland,2010,""77,277"",""77,277"",""44,234"",5.5,Europe & Central Asia,High income"
"Switzerland,2015,""84,629"",""84,629"",""38,261"",4.5,Europe & Central Asia,High income"
"Switzerland,2019,""85,169"",""85,169"",""36,549"",4.2,Europe & Central Asia,High income"
"Syrian Arab Republic,2005,""1,547"",""1,547"",""53,888"",2.9,Middle East & North Africa,Low income"
"Syrian Arab Republic,2010,""2,830"",""2,830"",""57,701"",2.7,Middle East & North Africa,Low income"
"Syrian Arab Republic,2015,""1,109"",""1,109"",""23,933"",1.3,Middle East & North Africa,Low income"
"Syrian Arab Republic,2019,""1,558"",""1,558"",""23,776"",1.4,Middle East & North Africa,Low income"
"Tajikistan,2005,341,341,""2,368"",0.3,Europe & Central Asia,Lower middle income"
"Tajikistan,2010,750,750,""2,331"",0.3,Europe & Central Asia,Lower middle income"
"Tajikistan,2015,978,978,""4,286"",0.5,Europe & Central Asia,Lower middle income"
"Tajikistan,2019,891,891,""7,683"",0.8,Europe & Central Asia,Lower middle income"
"Thailand,2005,""2,894"",""2,894"",""205,333"",3.1,East Asia & Pacific,Upper middle income"
"Thailand,2010,""5,076"",""5,076"",""226,703"",3.3,East Asia & Pacific,Upper middle income"
"Thailand,2015,""5,840"",""5,840"",""253,429"",3.6,East Asia & Pacific,Upper middle income"
"Thailand,2019,""7,817"",""7,817"",""256,939"",3.6,East Asia & Pacific,Upper middle income"
"Togo,2005,406,406,""1,327"",0.2,Sub-Saharan Africa,Low income"
"Togo,2010,534,534,""2,527"",0.3,Sub-Saharan Africa,Low income"
"Togo,2015,730,730,""1,492"",0.1,Sub-Saharan Africa,Low income"
"Togo,2019,853,853,""2,018"",0.2,Sub-Saharan Africa,Low income"
"Trinidad and Tobago,2005,""12,369"",""12,369"",""17,112"",13.1,Latin America & Caribbean,High income"
"Trinidad and Tobago,2010,""16,714"",""16,714"",""21,096"",15.8,Latin America & Caribbean,High income"
"Trinidad and Tobago,2015,""18,384"",""18,384"",""20,676"",15.0,Latin America & Caribbean,High income"
"Trinidad and Tobago,2019,""17,123"",""17,123"",""16,687"",11.9,Latin America & Caribbean,High income"
"Tunisia,2005,""3,193"",""3,193"",""19,914"",1.9,Middle East & North Africa,Lower middle income"
"Tunisia,2010,""4,142"",""4,142"",""23,757"",2.2,Middle East & North Africa,Lower middle income"
"Tunisia,2015,""3,862"",""3,862"",""26,087"",2.3,Middle East & North Africa,Lower middle income"
"Tunisia,2019,""3,352"",""3,352"",""26,678"",2.2,Middle East & North Africa,Lower middle income"
"Türkiye,2005,""7,456"",""7,456"",""220,018"",3.2,Europe & Central Asia,Upper middle income"
"Türkiye,2010,""10,742"",""10,742"",""272,306"",3.7,Europe & Central Asia,Upper middle income"
"Türkiye,2015,""11,006"",""11,006"",""322,947"",4.1,Europe & Central Asia,Upper middle income"
"Türkiye,2019,""9,121"",""9,121"",""370,198"",4.4,Europe & Central Asia,Upper middle income"
"Turkmenistan,2005,""2,981"",""2,981"",""48,402"",10.1,Europe & Central Asia,Upper middle income"
"Turkmenistan,2010,""4,439"",""4,439"",""57,228"",11.2,Europe & Central Asia,Upper middle income"
"Turkmenistan,2015,""6,478"",""6,478"",""69,475"",12.4,Europe & Central Asia,Upper middle income"
"Turkmenistan,2019,""7,314"",""7,314"",""69,582"",11.6,Europe & Central Asia,Upper middle income"
"Ukraine,2005,""1,903"",""1,903"",""292,530"",6.2,Europe & Central Asia,Lower middle income"
"Ukraine,2010,""2,970"",""2,970"",""268,049"",5.8,Europe & Central Asia,Lower middle income"
"Ukraine,2015,""2,026"",""2,026"",""189,040"",4.2,Europe & Central Asia,Lower middle income"
"Ukraine,2019,""3,499"",""3,499"",""172,311"",3.8,Europe & Central Asia,Lower middle income"
"United Arab Emirates,2005,""39,880"",""39,880"",""111,903"",24.2,Middle East & North Africa,High income"
"United Arab Emirates,2010,""33,893"",""33,893"",""155,599"",18.1,Middle East & North Africa,High income"
"United Arab Emirates,2015,""38,663"",""38,663"",""187,304"",20.1,Middle East & North Africa,High income"
"United Arab Emirates,2019,""42,701"",""42,701"",""179,233"",18.2,Middle East & North Africa,High income"
"United Kingdom,2005,""42,211"",""42,211"",""536,752"",8.8,Europe & Central Asia,High income"
"United Kingdom,2010,""39,255"",""39,255"",""481,772"",7.6,Europe & Central Asia,High income"
"United Kingdom,2015,""44,892"",""44,892"",""399,193"",6.1,Europe & Central Asia,High income"
"United Kingdom,2019,""42,628"",""42,628"",""347,620"",5.1,Europe & Central Asia,High income"
"United States of America,2005,""44,202"",""44,202"",""5,781,166"",19.3,North America,High income"
"United States of America,2010,""48,700"",""48,700"",""5,428,235"",17.3,North America,High income"
"United States of America,2015,""56,738"",""56,738"",""5,004,513"",15.4,North America,High income"
"United States of America,2019,""64,949"",""64,949"",""4,821,298"",14.4,North America,High income"
"Uruguay,2005,""5,227"",""5,227"",""5,338"",1.6,Latin America & Caribbean,High income"
"Uruguay,2010,""11,992"",""11,992"",""6,244"",1.8,Latin America & Caribbean,High income"
"Uruguay,2015,""16,729"",""16,729"",""6,672"",1.8,Latin America & Caribbean,High income"
"Uruguay,2019,""17,688"",""17,688"",""6,557"",1.8,Latin America & Caribbean,High income"
"Uzbekistan,2005,646,646,""112,650"",4.3,Europe & Central Asia,Lower middle income"
"Uzbekistan,2010,""1,645"",""1,645"",""120,436"",4.2,Europe & Central Asia,Lower middle income"
"Uzbekistan,2015,""2,646"",""2,646"",""94,328"",3.0,Europe & Central Asia,Lower middle income"
"Uzbekistan,2019,""1,750"",""1,750"",""112,677"",3.3,Europe & Central Asia,Lower middle income"
"Zambia,2005,703,703,""3,477"",0.2,Sub-Saharan Africa,Low income"
"Zambia,2010,""1,489"",""1,489"",""3,711"",0.2,Sub-Saharan Africa,Low income"
"Zambia,2015,""1,314"",""1,314"",""5,952"",0.3,Sub-Saharan Africa,Low income"
"Zambia,2019,""1,305"",""1,305"",""7,566"",0.3,Sub-Saharan Africa,Low income"
"Zimbabwe,2005,595,595,""12,551"",0.9,Sub-Saharan Africa,Lower middle income"
"Zimbabwe,2010,948,948,""11,753"",0.7,Sub-Saharan Africa,Lower middle income"
"Zimbabwe,2015,""1,445"",""1,445"",""14,514"",0.9,Sub-Saharan Africa,Lower middle income"
"Zimbabwe,2019,""1,498"",""1,498"",""13,882"",0.8,Sub-Saharan Africa,Lower middle income"
